Name,File,Extroversion,Neuroticism,Agreeableness,Conscientiousness,Openness
Antonio Neri,Antonio Neri - HPE.txt,0.4,0.4,0.5666666666666667,0.6000000000000001,0.43333333333333335
John Doyle,John Doyle - MMC.txt,0.5285714285714286,0.5,0.6000000000000001,0.4,0.4285714285714286
Edward Decker,Edward Decker - HD.txt,0.4,0.4,0.5,0.5,0.6000000000000001
Tricia Griffith,1Tricia Griffith - PGR.txt,0.5384615384615385,0.4153846153846154,0.6000000000000001,0.4461538461538462,0.4461538461538462
Jon Moeller,Jon Moeller - PG.txt,0.4571428571428572,0.48571428571428577,0.6000000000000001,0.4571428571428572,0.6000000000000001
Jacek Olczak,Jacek Olczak - pm.txt,0.47500000000000003,0.45,0.575,0.5,0.6000000000000001
Gail Boudreaux,1Gail Boudreaux - ELV.txt,0.42500000000000004,0.45,0.6000000000000001,0.48750000000000004,0.4625
Matt Meloy,Matt Meloy - TRGP.txt,0.4090909090909091,0.4090909090909091,0.6000000000000001,0.4,0.4090909090909091
James Chriss,James Chriss - PYPL.txt,0.4857142857142857,0.4571428571428572,0.5142857142857143,0.6000000000000001,0.5142857142857143
Michael Mahoney,Michael Mahoney - BSX.txt,0.6000000000000001,0.4,0.48000000000000004,0.44,0.44
Elon Musk,Elon Musk - TSLA.txt,0.4,0.5142857142857143,0.6000000000000001,0.5428571428571429,0.4571428571428572
Charlie Scharf,Charlie Scharf - WFC.txt,0.4,0.4,0.5855287569573284,0.4,0.4
Shantanu Narayen,Shantanu Narayen - ADBE.txt,0.43333333333333335,0.4166666666666667,0.43333333333333335,0.4666666666666667,0.6000000000000001
Jeff Harmening,Jeff Harmening - GIS.txt,0.4222222222222222,0.4222222222222222,0.6000000000000001,0.4,0.4444444444444445
Preston Feight,Preston Feight - PCAR.txt,0.4,0.4,0.6000000000000001,0.4666666666666667,0.4
Scott Kirby,Scott Kirby - UAL.txt,0.4,0.4,0.4,0.4,0.4
Wendell Weeks,Wendell Weeks - GLW.txt,0.4,0.4,0.5333333333333333,0.4,0.6000000000000001
Nick Zarcone,Nick Zarcone - LKQ.txt,0.4666666666666667,0.4,0.6000000000000001,0.5333333333333333,0.4666666666666667
Tim Cook,Tim Cook - AAPL.txt,0.5333333333333333,0.4,0.5333333333333333,0.4666666666666667,0.6000000000000001
Larry Coben,Larry Coben - NRG.txt,0.55,0.45,0.6000000000000001,0.5,0.45
Ray Scott,Ray Scott - LEA.txt,0.4,0.4,0.6000000000000001,0.55,0.45
Jane Fraser,Jane Fraser - Citigroup CEO.txt,0.4,0.44000000000000006,0.6000000000000001,0.6000000000000001,0.56
Gary Dickerson,Gary Dickerson - AMAT.txt,0.4,0.4,0.4,0.4,0.6
Martin Schroeter,Martin Schroeter - KD.txt,0.4222222222222222,0.4222222222222222,0.5333333333333333,0.6000000000000001,0.5111111111111112
Saum Sutaria,Saum Sutaria - THC.txt,0.42500000000000004,0.4,0.525,0.5,0.6000000000000001
Satya Nadella,Satya Nadella - MSFT.txt,0.5,0.4,0.6000000000000001,0.4666666666666667,0.5333333333333333
Greg Hayes,Greg Hayes - RTX.txt,0.4,0.4,0.6000000000000001,0.4,0.5
Rick Dreiling,Rick Dreiling - DLTR.txt,0.4,0.47500000000000003,0.47500000000000003,0.6000000000000001,0.42500000000000004
Billy Gifford,Billy Gifford - MO.txt,0.4,0.46635700066357,0.5990710019907101,0.5990710019907101,0.4
Jim Burke,Jim Burke - VST.txt,0.42352941176470593,0.45882352941176474,0.6000000000000001,0.43529411764705883,0.5294117647058824
