Name,File,agree,consc,extra,humility,narc,neuro,openn
Dan Houston,Dan Houston - PFG.txt,4.127999782562256,4.331999778747559,5.052000045776367,3.7319998741149902,4.710000038146973,3.677999973297119,4.5960001945495605
Ryan Lance,Ryan Lance - COP.txt,4.428000450134277,4.757999897003174,4.811999797821045,3.941999912261963,4.0320000648498535,3.2100002765655518,4.307999610900879
Albert Chao,Albert Chao - WLK.txt,3.881999969482422,5.12399959564209,4.547999858856201,3.702000141143799,4.055999755859375,3.4620003700256348,4.806000232696533
Bob Sulentic,Bob Sulentic - CBRE.txt,4.265999794006348,4.884000301361084,4.740000247955322,4.037999629974365,4.110000133514404,3.2760002613067627,4.859999656677246
Bryan DeBoer,Bryan DeBoer - LAD.txt,3.7920002937316895,5.441999912261963,4.811999797821045,3.4860000610351562,4.2179999351501465,3.3359999656677246,4.926000118255615
Kevin Hourican,Kevin Hourican - SYY.txt,4.062000274658203,5.202000141143799,4.7820000648498535,3.7740001678466797,4.223999977111816,3.3359999656677246,5.022000312805176
Pedro Pizarro,Pedro Pizarro - EIX.txt,4.650000095367432,4.668000221252441,4.781999588012695,3.690000057220459,3.9780001640319824,2.940000057220459,4.547999858856201
Jim Umpleby,Jim Umpleby - CAT.txt,4.890000343322754,4.877999782562256,4.877999782562256,4.050000190734863,4.247999668121338,2.7960000038146973,4.932000160217285
Robert Isom,Robert Isom - AAL.txt,4.848000526428223,3.9599997997283936,4.6020002365112305,4.163999557495117,4.368000030517578,2.8379998207092285,4.529999732971191
Albert Bourla,Albert Bourla - PFE.txt,4.446000099182129,4.835999965667725,5.076000213623047,3.2880001068115234,3.8279998302459717,2.549999952316284,5.010000705718994
Hock Tan,Hock Tan - AVGO.txt,4.727999687194824,4.824000358581543,4.655999660491943,3.1559998989105225,4.236000061035156,2.807999849319458,4.817999839782715
John Stankey,John Stankey - T.txt,4.368000030517578,4.6020002365112305,4.439999580383301,3.8580002784729004,4.38599967956543,3.0240001678466797,4.65000057220459
Alan Shaw,Alan Shaw - NSC.txt,4.883999824523926,4.584000110626221,4.547999858856201,3.75,4.199999809265137,2.94599986076355,4.812000274658203
Andrew Witty,Andrew Witty - UNH.txt,4.926000118255615,3.384000062942505,4.541999816894531,4.001999855041504,4.5360002517700195,2.7599997520446777,3.9900002479553223
Enrique Lores,Enrique Lores - HPQ.txt,4.133999824523926,4.824000358581543,4.3919997215271,3.9600002765655518,4.230000019073486,3.365999937057495,4.427999973297119
Arvind Krishna,Arvind Krishna - IBM.txt,4.9800004959106445,4.374000072479248,4.679999828338623,4.0199995040893555,4.199999809265137,2.874000072479248,4.769999980926514
Tim Knavish,Tim Knavish - PPG.txt,3.876000165939331,5.148000240325928,4.763999938964844,3.942000150680542,4.085999965667725,3.2400002479553223,5.105999946594238
Lourenco Goncalves,Lourenco Goncalves - FCX.txt,4.392000198364258,4.926000118255615,4.5,3.941999912261963,3.6780002117156982,3.1559998989105225,4.170000076293945
Richard Dickson,Richard Dickson - GAP.txt,4.517999649047852,4.943999767303467,4.51800012588501,3.7619998455047607,3.636000156402588,2.8380000591278076,4.848000526428223
Mark Stewart,Mark Stewart - GT.txt,5.016000270843506,4.895999908447266,4.595999717712402,3.2639999389648438,4.085999965667725,2.507999897003174,4.644000053405762
Judy Marks,Judy Marks - OTIS.txt,4.559999942779541,4.788000106811523,4.409999847412109,3.450000047683716,4.116000175476074,3.2039999961853027,4.854000091552734
Lane Riggs,Lane Riggs - VLO.txt,3.8580002784729004,5.429999828338623,4.565999507904053,3.684000015258789,4.34999942779541,2.94599986076355,5.100000381469727
Timothy Wentworth,Timothy Wentworth - WBA.txt,4.4639997482299805,4.0320000648498535,4.314000129699707,4.1579999923706055,4.446000099182129,3.1080000400543213,3.9000000953674316
Cristiano Amon,Cristiano Amon - QCOM.txt,4.51800012588501,4.044000148773193,4.51200008392334,3.684000015258789,4.692000389099121,2.94599986076355,4.50600004196167
Marc Miller,Marc Miller - UHS.txt,4.0320000648498535,5.1660003662109375,5.4720001220703125,3.8219997882843018,4.085999965667725,3.2880001068115234,4.494000434875488
James Fitterling,James Fitterling - DOW.txt,4.434000492095947,5.064000129699707,4.535999774932861,3.936000108718872,4.176000118255615,3.138000011444092,5.136000633239746
Marc Bitzer,Marc Bitzer - WHR.txt,4.325999736785889,5.130000114440918,5.2079997062683105,3.563999891281128,4.109999656677246,3.186000108718872,4.973999977111816
Bom Kim,Bom Kim - CPNG.txt,4.703999996185303,4.343999862670898,4.932000160217285,3.504000186920166,4.4639997482299805,3.0180001258850098,4.289999961853027
Heidi Petz,Heidi Petz - SHW.txt,4.194000244140625,5.058000087738037,4.823999881744385,3.8459999561309814,4.001999855041504,3.0299999713897705,5.178000450134277
Mark Zuckerberg,Mark Zuckerberg - META.txt,4.1579999923706055,4.740000247955322,4.578000068664551,4.043999671936035,4.49399995803833,2.99399995803833,4.259999752044678
Bruce Broussard,Bruce Broussard - HUM.txt,4.914000034332275,4.289999961853027,4.331999778747559,4.199999809265137,4.115999698638916,2.8320000171661377,4.199999809265137
Ellen Cooper,Ellen Cooper - LNC.txt,4.001999855041504,5.345999717712402,4.817999839782715,3.797999858856201,4.559999942779541,3.1319997310638428,4.818000316619873
