Name,File_bert,Extroversion_bert,Neuroticism_bert,Agreeableness_bert,Conscientiousness_bert,Openness_bert,File_liwc,Extroversion_liwc,Neuroticism_liwc,Agreeableness_liwc,Conscientiousness_liwc,Openness_liwc
ed breen,Ed Breen - DD.txt,0.4884852130885161,0.5065110856194572,0.5415166803789248,0.4668526644366546,0.5742760126221103,Ed Breen - DD.txt,0.6000000000000001,0.5647058823529412,0.5647058823529412,0.4235294117647059,0.5058823529411764
sandy douglas,Sandy Douglas - UNFI.txt,0.5078083585982771,0.5010200180159307,0.5533523163675247,0.599894835280806,0.5742317026519492,Sandy Douglas - UNFI.txt,0.5058823529411764,0.4470588235294118,0.5686274509803921,0.5529411764705883,0.6000000000000001
chris womack,Chris Womack - SO.txt,0.5121673581472392,0.499323277757892,0.5506191451643897,0.4816695954603958,0.5886620117956389,Chris Womack - SO.txt,0.43,0.48,0.6000000000000001,0.53,0.6000000000000001
dan houston,Dan Houston - PFG.txt,0.4933362901210785,0.4791642756157159,0.5562054990561559,0.6292565021220838,0.5191037054416467,Dan Houston - PFG.txt,0.4947368421052631,0.4421052631578948,0.6000000000000001,0.4526315789473684,0.4526315789473684
ryan lance,Ryan Lance - COP.txt,0.4665281439063011,0.4824977158267222,0.5445146461952237,0.474101960844959,0.5480219286270996,Ryan Lance - COP.txt,0.4823529411764706,0.5176470588235295,0.5294117647058824,0.6000000000000001,0.5411764705882354
albert chao,Albert Chao - WLK.txt,0.5178825417603621,0.4901733586562565,0.5399750465796266,0.4393421064988958,0.5558618936464135,Albert Chao - WLK.txt,0.5166666666666667,0.6000000000000001,0.6000000000000001,0.5,0.5333333333333333
bob sulentic,Bob Sulentic - CBRE.txt,0.5357738597500425,0.5088800215845778,0.5315093860620808,0.5597913113367153,0.5904038228198767,Bob Sulentic - CBRE.txt,0.4818181818181818,0.5181818181818182,0.4181818181818182,0.4181818181818182,0.6000000000000001
bryan deboer,Bryan DeBoer - LAD.txt,0.4967724190680166,0.5052205928659697,0.5451040236699407,0.5713070977219079,0.5594731302005604,Bryan DeBoer - LAD.txt,0.5636363636363637,0.4454545454545455,0.5090909090909091,0.6000000000000001,0.5454545454545454
kevin hourican,Kevin Hourican - SYY.txt,0.5391738021698013,0.466074648787274,0.5412138255900124,0.5884416332783442,0.5794810784863995,Kevin Hourican - SYY.txt,0.5405405405405406,0.427027027027027,0.6,0.4918918918918919,0.5405405405405406
pedro pizarro,Pedro Pizarro - EIX.txt,0.5059426578958117,0.4916117412206349,0.586848981545647,0.6526042629734558,0.5941274464122791,Pedro Pizarro - EIX.txt,0.52,0.46,0.6000000000000001,0.48,0.54
jim umpleby,Jim Umpleby - CAT.txt,0.5203794210476012,0.4864301607016307,0.538292879318142,0.5762544803891221,0.5801394205485976,Jim Umpleby - CAT.txt,0.4888888888888889,0.6000000000000001,0.4777777777777778,0.5333333333333334,0.5888888888888889
robert isom,Robert Isom - AAL.txt,0.5412918858843272,0.5095214651752951,0.5468273064971393,0.5011232335546641,0.6067383339911497,Robert Isom - AAL.txt,0.6000000000000001,0.4260869565217391,0.5130434782608696,0.5565217391304348,0.5304347826086957
albert bourla,Albert Bourla - PFE.txt,0.5154999737210842,0.4856630938763732,0.5410602859064515,0.5507226606537775,0.5713159219740199,Albert Bourla - PFE.txt,0.6000000000000001,0.5,0.5923076923076923,0.5538461538461539,0.576923076923077
hock tan,Hock Tan - AVGO.txt,0.4705952711143011,0.4913356419030137,0.5419548777062694,0.5441702652896511,0.5680265221119405,Hock Tan - AVGO.txt,0.54,0.52,0.54,0.52,0.6000000000000001
john stankey,John Stankey - T.txt,0.5324483000849787,0.5052753553158081,0.5434779103413341,0.5526967477970698,0.5757614807744506,John Stankey - T.txt,0.5363636363636364,0.4909090909090909,0.6000000000000001,0.5772727272727273,0.5909090909090909
alan shaw,Alan Shaw - NSC.txt,0.551762843936203,0.5055877916392324,0.5272896966408153,0.4693038770841693,0.6206211911508714,Alan Shaw - NSC.txt,0.5214285714285715,0.4142857142857143,0.4857142857142857,0.6000000000000001,0.5357142857142858
andrew witty,Andrew Witty - UNH.txt,0.4839129771129193,0.52018777569276,0.5154274612033267,0.4439928235636426,0.5797731649948985,Andrew Witty - UNH.txt,0.4814814814814815,0.5851851851851853,0.6000000000000001,0.4444444444444445,0.4962962962962963
enrique lores,Enrique Lores - HPQ.txt,0.5250658960229958,0.4927795598779783,0.552333008551136,0.5353921548977093,0.5318209424953115,Enrique Lores - HPQ.txt,0.5090909090909091,0.4454545454545455,0.6000000000000001,0.5,0.6000000000000001
arvind krishna,Arvind Krishna - IBM.txt,0.512606808854197,0.4994449449943031,0.5439476981579932,0.6459904650277819,0.5729390023715359,Arvind Krishna - IBM.txt,0.5230769230769231,0.4461538461538462,0.4769230769230769,0.4923076923076923,0.6000000000000001
tim knavish,Tim Knavish - PPG.txt,0.5368045184069038,0.4858529891654828,0.5527246023603846,0.5583860985779636,0.5878491300753486,Tim Knavish - PPG.txt,0.6000000000000001,0.535483870967742,0.4967741935483871,0.535483870967742,0.5741935483870968
lourenco goncalves,Lourenco Goncalves - FCX.txt,0.446495283506031,0.5173542488826774,0.5386192818245411,0.5652473260900911,0.5689119107668353,Lourenco Goncalves - FCX.txt,0.5818181818181819,0.4818181818181818,0.6000000000000001,0.4363636363636364,0.5
lourenco goncalves,Lourenco Goncalves - FCX.txt,0.446495283506031,0.5173542488826774,0.5386192818245411,0.5652473260900911,0.5689119107668353,Lourenco Goncalves - CLF.txt,0.5818181818181819,0.4818181818181818,0.6000000000000001,0.4363636363636364,0.5
richard dickson,Richard Dickson - GAP.txt,0.5595929679992039,0.5005104665265941,0.5165008123024516,0.4243729229834022,0.6213731576655497,Richard Dickson - GAP.txt,0.576923076923077,0.4076923076923077,0.5076923076923078,0.5307692307692308,0.6000000000000001
mark stewart,Mark Stewart - GT.txt,0.5270094871520996,0.4776583909988403,0.5476493239402771,0.6575881838798523,0.507623016834259,Mark Stewart - GT.txt,0.5666666666666667,0.4666666666666667,0.6000000000000001,0.6000000000000001,0.5666666666666667
judy marks,Judy Marks - OTIS.txt,0.4790664111845205,0.5118522990026204,0.5335558551133452,0.5533220200265848,0.5189481207170586,Judy Marks - OTIS.txt,0.6000000000000001,0.4210526315789474,0.5578947368421053,0.5052631578947369,0.4736842105263158
judy marks,Judy Marks - OTIS.txt,0.4790664111845205,0.5118522990026204,0.5335558551133452,0.5533220200265848,0.5189481207170586,1Judy Marks - OTIS.txt,0.6000000000000001,0.4210526315789474,0.5578947368421053,0.5052631578947369,0.4736842105263158
lane riggs,Lane Riggs - VLO.txt,0.5435989726217921,0.5039873837511821,0.5558164958415409,0.4378360014075302,0.5973108866589696,Lane Riggs - VLO.txt,0.55,0.5166666666666667,0.5166666666666667,0.6000000000000001,0.4666666666666667
timothy wentworth,Timothy Wentworth - WBA.txt,0.5828028917312622,0.4971183538436889,0.5530371069908142,0.6254639029502869,0.555496871471405,Timothy Wentworth - WBA.txt,0.4769230769230769,0.4153846153846154,0.6000000000000001,0.4307692307692308,0.5
cristiano amon,Cristiano Amon - QCOM.txt,0.5330483082231219,0.4995859827867515,0.5339830294828775,0.4480049660560224,0.5851774796640855,Cristiano Amon - QCOM.txt,0.5333333333333334,0.4666666666666667,0.5428571428571429,0.4761904761904762,0.6000000000000001
marc miller,Marc Miller - UHS.txt,0.5373823553431226,0.5053651610262415,0.5460340245961693,0.6570955216884613,0.5675844235447274,Marc Miller - UHS.txt,0.44,0.48,0.6000000000000001,0.44,0.56
james fitterling,James Fitterling - DOW.txt,0.5068348162271815,0.4986130440087047,0.5554742079834578,0.5788885120966455,0.564839945359471,James Fitterling - DOW.txt,0.525,0.5125000000000001,0.4875,0.4375,0.6000000000000001
marc bitzer,Marc Bitzer - WHR.txt,0.4940639059501921,0.5060072298737999,0.5307858104819032,0.4574347391082104,0.5796974633578038,Marc Bitzer - WHR.txt,0.6000000000000001,0.6000000000000001,0.4666666666666667,0.4933333333333333,0.5866666666666667
bom kim,Bom Kim - CPNG.txt,0.5376055504931904,0.4900273146451802,0.5515482858487069,0.5281569394976983,0.5921323692401071,Bom Kim - CPNG.txt,0.5217391304347827,0.4521739130434782,0.5217391304347827,0.5217391304347827,0.6000000000000001
heidi petz,Heidi Petz - SHW.txt,0.5238991597316194,0.4833863830772488,0.5546891864309096,0.6081661055229273,0.5801274485942014,Heidi Petz - SHW.txt,0.6000000000000001,0.45,0.54,0.475,0.5
mark zuckerberg,Mark Zuckerberg - META.txt,0.5610696190991662,0.4874223483902881,0.5552404423445937,0.6341343169058439,0.5517473125346496,Mark Zuckerberg - META.txt,0.5058823529411764,0.6000000000000001,0.5411764705882354,0.5176470588235295,0.5764705882352941
bruce broussard,Bruce Broussard - HUM.txt,0.5279281315968569,0.4899769750755808,0.5445651121711971,0.5943827011008569,0.5706137855957238,Bruce Broussard - HUM.txt,0.5176470588235295,0.5882352941176471,0.5882352941176471,0.6,0.5529411764705883
ellen cooper,Ellen Cooper - LNC.txt,0.5403079582710398,0.4966728985309601,0.5516595582117622,0.6512768804713869,0.5368616849984365,Ellen Cooper - LNC.txt,0.48,0.52,0.5,0.44,0.6000000000000001
ellen cooper,Ellen Cooper - LNC.txt,0.5403079582710398,0.4966728985309601,0.5516595582117622,0.6512768804713869,0.5368616849984365,1Ellen Cooper - LNC.txt,0.48,0.52,0.5,0.44,0.6000000000000001
robert iger,Robert Iger - DIS.txt,0.5572273363916005,0.4906882344492975,0.5443655832460953,0.5284967647507969,0.6037635802831585,Robert Iger - DIS.txt,0.4347826086956522,0.4869565217391304,0.5130434782608696,0.5739130434782609,0.6
ezra yacob,Ezra Yacob - EOG.txt,0.5140735810287415,0.5065445037900945,0.5474158368541175,0.5330843446476858,0.5843727905994947,Ezra Yacob - EOG.txt,0.4714285714285715,0.4714285714285715,0.5,0.45,0.6000000000000001
joaquin duato,Joaquin Duato - JNJ.txt,0.5554966227907119,0.4799889743029333,0.5559981488281587,0.6047547800289601,0.5863469186149328,Joaquin Duato - JNJ.txt,0.4430769230769231,0.4307692307692308,0.4769230769230769,0.4830769230769231,0.6
kate johnson,1Kate Johnson - LUMN.txt,0.5589245279523661,0.5028145310830398,0.5535640128500322,0.438490427047425,0.6104677748730044,1Kate Johnson - LUMN.txt,0.6000000000000001,0.4347826086956522,0.5391304347826087,0.4695652173913044,0.4956521739130435
peter zaffino,Peter Zaffino - AIG.txt,0.535476619248886,0.4840984092000099,0.5558514215149999,0.5833230274786759,0.6003089784834125,Peter Zaffino - AIG.txt,0.5263157894736843,0.6000000000000001,0.4526315789473684,0.431578947368421,0.5578947368421052
michael kasbar,Michael Kasbar - WKC.txt,0.4623324621743881,0.5020832203299204,0.5537879380001416,0.5945260970386747,0.5390583390868493,Michael Kasbar - WKC.txt,0.6000000000000001,0.4461538461538462,0.5692307692307692,0.4461538461538462,0.4769230769230769
corie s,1Corie S. Barry - BBY.txt,0.5295915114947362,0.5212983184407031,0.5337754853744758,0.4759667707737037,0.5952484450886433,1Corie S. Barry - BBY.txt,0.4666666666666667,0.4848484848484848,0.6000000000000001,0.4606060606060606,0.5696969696969697
barbara rentler,1Barbara Rentler - ROST.txt,0.5614253892321739,0.4954283745791005,0.551486121810225,0.5253681441915418,0.6006637291528827,1Barbara Rentler - ROST.txt,0.5142857142857143,0.4357142857142857,0.6000000000000001,0.5714285714285715,0.5
christopher kubasik,Christopher Kubasik - LHX.txt,0.4935962688927465,0.4894238379471319,0.5526341925972469,0.5624681477474791,0.5707061899591337,Christopher Kubasik - LHX.txt,0.49375,0.46875,0.6000000000000001,0.5375000000000001,0.5437500000000001
tom polen,Tom Polen - BDX.txt,0.4760231747029489,0.5004529530885703,0.547918999134452,0.5875218056031644,0.5355675001923919,Tom Polen - BDX.txt,0.4452830188679245,0.4377358490566038,0.4566037735849056,0.5056603773584906,0.6000000000000001
andrew marsh,Andrew Marsh - ETR.txt,0.5143239498138428,0.5188708305358887,0.508500337600708,0.4424593448638916,0.5731567740440369,Andrew Marsh - ETR.txt,0.4,0.45,0.45,0.6000000000000001,0.45
paul romanowski,Paul Romanowski - DHI.txt,0.467446506023407,0.4934709032210513,0.5567706143473979,0.6363402527421339,0.5390165483710773,Paul Romanowski - DHI.txt,0.5666666666666667,0.4166666666666667,0.6000000000000001,0.4833333333333333,0.5
patricia poppe,1Patricia Poppe - PCG.txt,0.4894259255186489,0.4801418573093548,0.5506280431689758,0.6370512726478099,0.5645394553589623,1Patricia Poppe - PCG.txt,0.4894736842105263,0.4368421052631579,0.4842105263157895,0.5526315789473685,0.6000000000000001
troy rudd,Troy Rudd - ACM.txt,0.5174277804162013,0.5168435846341748,0.5574337395365471,0.6028906646940466,0.5610319721574004,Troy Rudd - ACM.txt,0.4695652173913043,0.4869565217391304,0.5043478260869565,0.4695652173913043,0.6000000000000001
ellen cooper,1Ellen Cooper - LNC.txt,0.5403079582710398,0.4966728985309601,0.5516595582117622,0.6512768804713869,0.5368616849984365,Ellen Cooper - LNC.txt,0.48,0.52,0.5,0.44,0.6000000000000001
ellen cooper,1Ellen Cooper - LNC.txt,0.5403079582710398,0.4966728985309601,0.5516595582117622,0.6512768804713869,0.5368616849984365,1Ellen Cooper - LNC.txt,0.48,0.52,0.5,0.44,0.6000000000000001
richard fairbank,Richard Fairbank - COF.txt,0.5479463845733289,0.519465857768789,0.5457905036211459,0.5132224551034194,0.599331155542037,Richard Fairbank - COF.txt,0.5161290322580645,0.6000000000000001,0.5483870967741935,0.5612903225806452,0.4967741935483871
daryl kenningham,Daryl Kenningham - GPI.txt,0.5383455318745249,0.4856759129412391,0.562623764474202,0.5354448499935249,0.5704332821297734,Daryl Kenningham - GPI.txt,0.5,0.6000000000000001,0.525,0.525,0.525
christophe beck,Christophe Beck - ECL.txt,0.5208792517116791,0.477082589004614,0.5505421004231891,0.6032178649992679,0.5479330749980745,Christophe Beck - ECL.txt,0.515,0.47,0.56,0.465,0.6
fabrizio freda,Fabrizio Freda - EL.txt,0.5605699182788477,0.503681234050085,0.5387353858231867,0.4319331926253021,0.5925897788032088,Fabrizio Freda - EL.txt,0.5090909090909091,0.4181818181818182,0.5272727272727273,0.5636363636363637,0.6000000000000001
ron o_hanley,Ron O_Hanley - STT.txt,0.5081970363272237,0.5177083734664577,0.5466667164152114,0.4973892580096255,0.596610834357776,Ron O_Hanley - STT.txt,0.6000000000000001,0.5882352941176471,0.6000000000000001,0.4941176470588235,0.5647058823529412
donald macpherson,Donald Macpherson - GWW.txt,0.4905272507205902,0.4965121380880263,0.5497558492033291,0.5902470877691193,0.560181447314164,Donald Macpherson - GWW.txt,0.4916666666666667,0.5166666666666667,0.45,0.4166666666666667,0.6000000000000001
leon topalian,Leon Topalian - NUE.txt,0.4764096289895695,0.5052425042587648,0.5461328397540813,0.5704118873403227,0.5587319687509801,Leon Topalian - NUE.txt,0.6000000000000001,0.45,0.5916666666666668,0.525,0.55
scott smith,Scott Smith - VTRS.txt,0.5204458340574908,0.4980042802244002,0.5592783821722129,0.5330381498289967,0.5464610828542855,Scott Smith - VTRS.txt,0.4533333333333333,0.4466666666666667,0.5066666666666667,0.48,0.6000000000000001
dave bozeman,Dave Bozeman - CHRW.txt,0.5508817793839837,0.5165901034064283,0.5174119506749316,0.4314372868939381,0.5944408433070967,Dave Bozeman - CHRW.txt,0.475,0.425,0.6000000000000001,0.5750000000000001,0.5750000000000001
jenny parmentier,Jenny Parmentier - PH.txt,0.4566452670523007,0.5118823672608729,0.5412407290011138,0.3913014818234444,0.542696098452012,1Jenny Parmentier - PH.txt,0.5375000000000001,0.5,0.5125000000000001,0.45,0.6
jenny parmentier,Jenny Parmentier - PH.txt,0.4566452670523007,0.5118823672608729,0.5412407290011138,0.3913014818234444,0.542696098452012,Jenny Parmentier - PH.txt,0.5375000000000001,0.5,0.5125000000000001,0.45,0.6
calvin butler,Calvin Butler - EXC.txt,0.5233081670059255,0.509587502538808,0.551775751921036,0.6588342778785456,0.5788236028977275,Calvin Butler - EXC.txt,0.6000000000000001,0.4181818181818182,0.6000000000000001,0.5636363636363637,0.4545454545454546
carol tome,1Carol Tome - UPS.txt,0.4580047386790072,0.4785428776501826,0.5561919120883279,0.6360429141467321,0.5516250598071338,1Carol Tome - UPS.txt,0.6000000000000001,0.52,0.472,0.44,0.528
william hornbuckle,William Hornbuckle - MGM.txt,0.4876426663661986,0.4687098520441287,0.5602314414510481,0.6369607613393196,0.5556805555717649,William Hornbuckle - MGM.txt,0.6000000000000001,0.5777777777777778,0.5333333333333333,0.5,0.5222222222222223
steve squeri,Steve Squeri - AXP.txt,0.5487409234046936,0.4970097541809082,0.5351752638816833,0.5296167731285095,0.6226195693016052,Steve Squeri - AXP.txt,0.6000000000000001,0.45,0.5,0.45,0.5
ted pick,Ted Pick - MS.txt,0.4526294125633837,0.4966658938262975,0.5581771402464404,0.6310566033732392,0.5503602375374166,Ted Pick - MS.txt,0.6000000000000001,0.5095238095238095,0.5190476190476191,0.4380952380952381,0.4523809523809524
tim donahue,Tim Donahue - CCK.txt,0.4207943913261335,0.5244686474718938,0.523112264295927,0.4285270008783684,0.5114665761773345,Tim Donahue - CCK.txt,0.5875,0.6000000000000001,0.5375000000000001,0.45625,0.59375
phil gallagher,Phil Gallagher - AVT.txt,0.5499844986046322,0.5119833667126309,0.5421154695879666,0.4233902815128847,0.5948006980551427,Phil Gallagher - AVT.txt,0.6000000000000001,0.55,0.6000000000000001,0.4333333333333333,0.4833333333333334
karla lewis,1Karla Lewis - RS.txt,0.479911366325254,0.5237696587693906,0.5506461104445483,0.4373686611830928,0.546416886305561,1Karla Lewis - RS.txt,0.6000000000000001,0.4307692307692308,0.5076923076923077,0.4461538461538462,0.5538461538461539
christian ulbrich,Christian Ulbrich - JLL.txt,0.4947706758975983,0.4843552869722995,0.5554355517088684,0.6196613206315671,0.5363140106201172,Christian Ulbrich - JLL.txt,0.5666666666666667,0.5,0.6000000000000001,0.5,0.5666666666666667
chris boerner,Chris Boerner - BMY.txt,0.5024025440216064,0.4920094609260559,0.547776997089386,0.6742194890975952,0.5291914343833923,Chris Boerner - BMY.txt,0.4333333333333333,0.5666666666666667,0.4333333333333333,0.4666666666666667,0.6000000000000001
brian roberts,Brian Roberts - CMCSA.txt,0.5136671662330627,0.4803248345851898,0.5446524620056152,0.5236180424690247,0.5207964777946472,Brian Roberts - CMCSA.txt,0.5666666666666667,0.4666666666666667,0.6000000000000001,0.4666666666666667,0.5333333333333333
brian moynihan,Brian Moynihan - BAC.txt,0.5055407352030031,0.5180886858933635,0.5439386596524115,0.475586640817263,0.5780248106978196,Brian Moynihan - BAC.txt,0.5142857142857143,0.5285714285714286,0.6000000000000001,0.4785714285714286,0.55
hal lawton,Hal Lawton - TSCO.txt,0.511356479149556,0.4990871276518042,0.5576746638879909,0.6538866735839082,0.5326773878262818,Hal Lawton - TSCO.txt,0.6000000000000001,0.4666666666666667,0.5666666666666667,0.4333333333333333,0.45
matthew c,Matthew C. Lucey - PBF.txt,0.4482853392677992,0.5039917354409593,0.5461674875607159,0.612345213350516,0.5505998423598052,Matthew C. Lucey - PBF.txt,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.6000000000000001,0.5818181818181818
judy marks,1Judy Marks - OTIS.txt,0.4790664111845205,0.5118522990026204,0.5335558551133452,0.5533220200265848,0.5189481207170586,Judy Marks - OTIS.txt,0.6000000000000001,0.4210526315789474,0.5578947368421053,0.5052631578947369,0.4736842105263158
judy marks,1Judy Marks - OTIS.txt,0.4790664111845205,0.5118522990026204,0.5335558551133452,0.5533220200265848,0.5189481207170586,1Judy Marks - OTIS.txt,0.6000000000000001,0.4210526315789474,0.5578947368421053,0.5052631578947369,0.4736842105263158
michel khalaf,Michel Khalaf - MET.txt,0.4524886906147003,0.5113569498062134,0.5415478348731995,0.5373852849006653,0.5312949419021606,Michel Khalaf - MET.txt,0.4,0.4857142857142857,0.4285714285714286,0.4,0.6000000000000001
jennifer rumsey,1Jennifer Rumsey - CMI.txt,0.5217626512382405,0.4910371588966777,0.5541451749474313,0.6372729099247842,0.5834085182365374,1Jennifer Rumsey - CMI.txt,0.5058823529411764,0.4235294117647059,0.5176470588235295,0.5176470588235295,0.6000000000000001
chris swift,Chris Swift - HIG.txt,0.5026003171700619,0.5082046685419281,0.5276026345478668,0.4760644671033051,0.5763199171736051,Chris Swift - HIG.txt,0.6000000000000001,0.528,0.448,0.496,0.504
sephanie ferris,1Sephanie Ferris - FIS.txt,0.5679900224469057,0.4968986403528995,0.5621595444052824,0.6561503408351,0.5921406862478755,1Sephanie Ferris - FIS.txt,0.6000000000000001,0.5333333333333333,0.5777777777777777,0.4777777777777778,0.5444444444444445
rob davis,Rob Davis - MRK.txt,0.4786103943901558,0.4993712657594897,0.5423163667481812,0.5021212913228705,0.5362733765186344,Rob Davis - MRK.txt,0.5428571428571429,0.4571428571428572,0.4714285714285714,0.4285714285714286,0.6000000000000001
samuel hazen,Samuel Hazen - HCA.txt,0.5545303638954417,0.4934528127780919,0.5514552809144231,0.5266274719798827,0.6019996821428435,Samuel Hazen - HCA.txt,0.5111111111111112,0.4777777777777778,0.6000000000000001,0.6000000000000001,0.5333333333333334
mark millett,Mark Millett - STLD.txt,0.4651998254832176,0.5036888760294705,0.5514281583752947,0.4744399137855422,0.5749200609041158,Mark Millett - STLD.txt,0.5586206896551724,0.4758620689655173,0.6000000000000001,0.4482758620689655,0.5103448275862069
christopher o_herlihy,Christopher O_Herlihy - ITW.txt,0.5575080909357336,0.5151998257155193,0.533367714386549,0.4106287512663099,0.5969561271836009,Christopher O_Herlihy - ITW.txt,0.4689655172413793,0.4137931034482759,0.4896551724137931,0.4758620689655173,0.6000000000000001
brian doubles,Brian Doubles - SYF.txt,0.5473144514031526,0.4896483955513548,0.5508869098540509,0.5613206275138414,0.5958540046096679,Brian Doubles - SYF.txt,0.5692307692307692,0.5076923076923077,0.6000000000000001,0.4461538461538462,0.5384615384615385
kenny wilson,Kenny Wilson - JBL.txt,0.4966931242069031,0.5071828685032224,0.5509244275940502,0.5959724964508747,0.5727834072698837,Kenny Wilson - JBL.txt,0.5166666666666667,0.4222222222222222,0.6000000000000001,0.4611111111111111,0.55
sanjay mehrotra,Sanjay Mehrotra - MU.txt,0.5584162894782961,0.4980171960195105,0.5357069722903729,0.4477204999974933,0.6110312067866452,Sanjay Mehrotra - MU.txt,0.4470588235294118,0.4705882352941177,0.4941176470588235,0.4941176470588235,0.6000000000000001
james quincey,James Quincey - KO.txt,0.4987089053896467,0.5100311592480814,0.5413178843609413,0.5268960948097842,0.5633556573462504,James Quincey - KO.txt,0.4938775510204082,0.4163265306122449,0.5142857142857143,0.5306122448979592,0.6000000000000001
brad beckham,Brad Beckham - ORLU.txt,0.5118923221044879,0.5111420492553587,0.5422634722169182,0.5410414779989379,0.56447378660382,Brad Beckham - ORLY.txt,0.5724137931034483,0.4413793103448276,0.6000000000000001,0.4827586206896552,0.496551724137931
brad beckham,Brad Beckham - ORLU.txt,0.5118923221044879,0.5111420492553587,0.5422634722169182,0.5410414779989379,0.56447378660382,Brad Beckham - ORLU.txt,0.5724137931034483,0.4413793103448276,0.6000000000000001,0.4827586206896552,0.496551724137931
kevin lobo,Kevin Lobo - SYK.txt,0.4928326203462512,0.4864756295873022,0.5498179492604875,0.5596281179699651,0.5766609724604654,Kevin Lobo - SYK.txt,0.6000000000000001,0.5206896551724138,0.5206896551724138,0.5,0.5586206896551724
john wren,John Wren - OMC.txt,0.5132503992888013,0.5148867477182487,0.5473827325326369,0.5575146678121955,0.5872600305287061,John Wren - OMC.txt,0.5666666666666667,0.5833333333333334,0.5666666666666667,0.5833333333333334,0.6000000000000001
joseph zubretsky,Joseph Zubretsky - MOH.txt,0.511442810840375,0.4876780695702735,0.544919620790999,0.5902535837283639,0.6071755540999269,Joseph Zubretsky - MOH.txt,0.4952380952380952,0.580952380952381,0.4666666666666667,0.5238095238095238,0.6000000000000001
ed bastian,Ed Bastian - DAL.txt,0.4523929999824346,0.5020780781133339,0.5451202587245928,0.5583216311798181,0.5195168663229592,Ed Bastian - DAL.txt,0.525,0.575,0.525,0.5625,0.6000000000000001
jack fusco,Jack Fusco - LNG.txt,0.4768819808959961,0.4724039733409881,0.5491630434989929,0.6366954445838928,0.4974912405014038,Jack Fusco - LNG.txt,0.6000000000000001,0.4666666666666667,0.6000000000000001,0.6000000000000001,0.6000000000000001
john zillmer,John Zillmer - ARMK.txt,0.5342488389449018,0.4819056306254063,0.5631428372993221,0.6299487178362966,0.561565323677973,John Zillmer - ARMK.txt,0.4528301886792453,0.4452830188679245,0.4679245283018868,0.6000000000000001,0.5924528301886793
bob jordan,Bob Jordan - LUV.txt,0.474964873129358,0.5139171262559168,0.5590531293881497,0.566789669866201,0.5718583592839857,Bob Jordan - LUV.txt,0.6000000000000001,0.5739130434782609,0.591304347826087,0.6000000000000001,0.4869565217391304
michael rapino,Michael Rapino - LYV.txt,0.5395447293240758,0.4697086161764338,0.560390512490158,0.5340933664341989,0.5851747744408885,Michael Rapino - LYV.txt,0.5619047619047619,0.5142857142857143,0.5904761904761905,0.4666666666666667,0.6000000000000001
bill rogers,Bill Rogers - TFC.txt,0.4891317391735643,0.5144155895151554,0.5432134489816256,0.4532290638520696,0.572325577718031,Bill Rogers - TFC.txt,0.48,0.52,0.46,0.56,0.6000000000000001
lynn good,1Lynn Good - DUK.txt,0.5323656199223037,0.4780936396518734,0.5483029092041708,0.5674706156869349,0.5927397342118482,1Lynn Good - DUK.txt,0.4962962962962963,0.4740740740740741,0.5555555555555556,0.5851851851851853,0.6000000000000001
james farley,James Farley - F.txt,0.5240725594763794,0.4828385815453335,0.5588824890074494,0.5184014701109361,0.571805397417395,James Farley - F.txt,0.4842105263157895,0.4526315789473684,0.6,0.5263157894736843,0.5052631578947369
jon vander ark,Jon Vander Ark - RSG.txt,0.4874093238088283,0.5116153113301367,0.5524783896420522,0.504909342091433,0.5663272881164368,Jon Vander Ark - RSG.txt,0.475,0.525,0.6000000000000001,0.525,0.55
donnie king,Donnie King - TSN.txt,0.5060410073002453,0.5068515466855379,0.5565785933591846,0.6288606251455598,0.567024235584864,Donnie King - TSN.txt,0.6000000000000001,0.5,0.5272727272727273,0.5090909090909091,0.4909090909090909
lourenco goncalves,Lourenco Goncalves - CLF.txt,0.446495283506031,0.5173542488826774,0.5386192818245411,0.5652473260900911,0.5689119107668353,Lourenco Goncalves - FCX.txt,0.5818181818181819,0.4818181818181818,0.6000000000000001,0.4363636363636364,0.5
lourenco goncalves,Lourenco Goncalves - CLF.txt,0.446495283506031,0.5173542488826774,0.5386192818245411,0.5652473260900911,0.5689119107668353,Lourenco Goncalves - CLF.txt,0.5818181818181819,0.4818181818181818,0.6000000000000001,0.4363636363636364,0.5
steve cahillane,Steve Cahillane - K.txt,0.54239621758461,0.512714191380825,0.5208728313446045,0.3911125904759679,0.5967760846651159,Steve Cahillane - K.txt,0.4571428571428572,0.5714285714285715,0.4571428571428572,0.6000000000000001,0.4857142857142857
john engel,John Engel - WCC.txt,0.5352642294614289,0.5150689501332834,0.5449131450070823,0.4838233201074753,0.5980503813162259,John Engel - WCC.txt,0.5217391304347826,0.4260869565217391,0.6,0.4260869565217391,0.4347826086956522
tom kingsbury,Tom Kingsbury - KSS.txt,0.5434396676383806,0.5064260228891346,0.5754386914059925,0.6584177782535356,0.5665047020953048,Tom Kingsbury - KSS.txt,0.5111111111111112,0.4,0.6000000000000001,0.4333333333333333,0.5666666666666667
joseph dominguez,Joseph Dominguez - CEG.txt,0.5334709333853007,0.5255365034566342,0.5164180470351554,0.4672223785723015,0.5426822824518405,Joseph Dominguez - CEG.txt,0.4375,0.4875,0.6000000000000001,0.475,0.5750000000000001
