Name,File_bert,Extroversion_bert,Neuroticism_bert,Agreeableness_bert,Conscientiousness_bert,Openness_bert,File_liwc,Extroversion_liwc,Neuroticism_liwc,Agreeableness_liwc,Conscientiousness_liwc,Openness_liwc
anthony capuano,Anthony Capuano - MAR.txt,0.5625249258374927,0.5078434984020923,0.5496711178570904,0.5473890247010789,0.579007431624055,Anthony Capuano - MAR.txt,0.5555555555555556,0.4962962962962963,0.4666666666666667,0.4666666666666667,0.6000000000000001
pierce norton,Pierce Norton - OKE.txt,0.4565650037091364,0.4759815633296966,0.5597814513954689,0.6389211931727357,0.4976452589035034,Pierce Norton - OKE.txt,0.4285714285714286,0.4857142857142857,0.6000000000000001,0.4857142857142857,0.4285714285714286
jensen huang,Jensen Huang - NVDA.txt,0.5167925976451748,0.5256295949755823,0.5408631096409963,0.4613297623633696,0.5863059965405577,Jensen Huang - NVDA.txt,0.456,0.456,0.48,0.512,0.6000000000000001
ryan mcinerney,Ryan McInerney - V.txt,0.5506199705544852,0.4864448787502373,0.5333337102073795,0.5022453915416439,0.606790799945016,Ryan McInerney - V.txt,0.5142857142857143,0.5928571428571429,0.5285714285714286,0.5071428571428571,0.6000000000000001
bruce bodine,Bruce Bodine - MOS.txt,0.5269434164905982,0.4795576961546151,0.5767128921245745,0.5736106425538249,0.5861635496608006,Bruce Bodine - MOS.txt,0.6000000000000001,0.5142857142857143,0.5523809523809524,0.580952380952381,0.5238095238095238
bob blue,Bob Blue - D.txt,0.5222594720154698,0.4950021479391471,0.572426744766783,0.6237745583226942,0.5628425829074557,Bob Blue - D.txt,0.5538461538461539,0.4615384615384615,0.6000000000000001,0.5230769230769231,0.4615384615384615
marvin  ellison,Marvin  Ellison - LOW.txt,0.5460772147668539,0.4788646079632711,0.5509490329789712,0.6006223631503896,0.5797083448471367,Marvin  Ellison - LOW.txt,0.5,0.5285714285714286,0.5571428571428572,0.5285714285714286,0.6000000000000001
david rush,David Rush - BLDR.txt,0.4943031668663024,0.5149241305806537,0.543353092002192,0.5129327178001404,0.5879904753465609,David Rush - BLDR.txt,0.5428571428571429,0.5142857142857143,0.6000000000000001,0.4571428571428572,0.5714285714285714
vicki hollub,1Vicki Hollub - OXY.txt,0.4563291255738096,0.4713222441907004,0.5531671416947015,0.6026906264413633,0.5146640125836455,1Vicki Hollub - OXY.txt,0.52,0.48,0.6000000000000001,0.4933333333333333,0.52
carrie wheeler,1Carrie Wheeler - OPEN.txt,0.5315872014076328,0.4907108650864166,0.5472738884810529,0.4746825768559721,0.599767152556517,1Carrie Wheeler - OPEN.txt,0.6000000000000001,0.4428571428571429,0.4857142857142857,0.5285714285714286,0.5571428571428572
marc benioff,Marc Benioff - CRM.txt,0.539130352700186,0.5271116143820391,0.5453641515593948,0.4386088121183892,0.5796600040978079,Marc Benioff - CRM.txt,0.5111111111111112,0.4444444444444445,0.6000000000000001,0.5555555555555556,0.5481481481481483
mark sutton,Mark Sutton - IP.txt,0.4845718484543534,0.5094571957362612,0.5486298209116385,0.509141017632332,0.5874248796954048,Mark Sutton - IP.txt,0.5833333333333334,0.4666666666666667,0.55,0.55,0.6000000000000001
james taiclet,James Taiclet - LMT.txt,0.5010264242409066,0.5235005887084041,0.5390728386921719,0.4592862094023321,0.5838941982481458,James Taiclet - LMT.txt,0.4833333333333334,0.5,0.6000000000000001,0.6000000000000001,0.5416666666666667
daniel o’day,Daniel O’Day - GILD.txt,0.5138794779777527,0.4911490678787231,0.5431622266769409,0.5116429328918457,0.5834324955940247,Daniel O’Day - GILD.txt,0.45,0.5,0.5,0.5,0.6000000000000001
stéphane bancel,Stéphane Bancel - MRNA.txt,0.5181164870880752,0.4873745489131026,0.5486416123988594,0.6222236150145776,0.5523323090656566,Stéphane Bancel - MRNA.txt,0.6000000000000001,0.5636363636363637,0.5636363636363637,0.4363636363636364,0.4727272727272728
todd vasos,Todd Vasos - DG.txt,0.5206808938928654,0.5175602504297263,0.5454773338900024,0.4616927354315535,0.6038218033853255,Todd Vasos - DG.txt,0.6000000000000001,0.528,0.5760000000000001,0.432,0.464
jeffrey miller,Jeffrey Miller - HAL.txt,0.5315069491648928,0.5027397542491121,0.5451674507158115,0.5682988398714436,0.5950148720131107,Jeffrey Miller - HAL.txt,0.4736842105263158,0.5473684210526316,0.6000000000000001,0.5578947368421053,0.5526315789473685
john donahoe,John Donahoe - NKE.txt,0.5522068849807487,0.4872916289708225,0.5491592692942078,0.4478038054586358,0.5936579940490789,John Donahoe - NKE.txt,0.6,0.5368421052631579,0.5368421052631579,0.6,0.5368421052631579
bill demchak,Bill Demchak - PNC.txt,0.4774591550639677,0.4838886237654278,0.5476419567566845,0.5903922516072406,0.5669470601886308,Bill Demchak - PNC.txt,0.4864864864864865,0.6000000000000001,0.5459459459459459,0.4540540540540541,0.5081081081081081
sean o_connor,Sean O_Connor - SNEX.txt,0.5220431266947871,0.5327364414395369,0.5444668315392688,0.4440903571605225,0.5895884952827952,Sean O_Connor - SNEX.txt,0.6000000000000001,0.4666666666666667,0.5111111111111112,0.4888888888888889,0.5333333333333333
john owen,John Owen - DFS.txt,0.5268452167510986,0.4840455949306488,0.5379305481910706,0.5187510251998901,0.5643944144248962,John Owen - DFS.txt,0.4666666666666667,0.6000000000000001,0.4,0.4,0.6000000000000001
adam schechter,Adam Schechter - LH.txt,0.545868649358827,0.4791565007252178,0.5591327519774753,0.6278225707312133,0.5983443387363774,Adam Schechter - LH.txt,0.4901960784313726,0.4313725490196078,0.4862745098039216,0.4196078431372549,0.6000000000000001
robert bradway,Robert Bradway - AMGN.txt,0.465573035993634,0.4928582671089062,0.5439265732719994,0.5495379180637119,0.5654928404272898,Robert Bradway - AMGN.txt,0.5900000000000001,0.54,0.5,0.52,0.6
eric slifka,Eric Slifka - GLP.txt,0.5392354130744934,0.4712940454483032,0.5730904340744019,0.6287673115730286,0.5844082832336426,Eric Slifka - GLP.txt,0.4857142857142857,0.4285714285714286,0.4571428571428572,0.4,0.6000000000000001
john roberts,John Roberts - JBHT.txt,0.5307425737279667,0.4700348353324404,0.5468489209435062,0.6481953992093903,0.5631178427661698,John Roberts - JBHT.txt,0.6000000000000001,0.4363636363636364,0.5272727272727273,0.4545454545454546,0.5090909090909091
chris leahy,1Chris Leahy - CDW.txt,0.5152397053809891,0.5158351956888418,0.537324991389595,0.4606643042963855,0.5853479985345851,1Chris Leahy - CDW.txt,0.6000000000000001,0.475,0.5166666666666667,0.525,0.4833333333333334
brad beckham,Brad Beckham - ORLY.txt,0.5118923221044879,0.5111420492553587,0.5422634722169182,0.5410414779989379,0.56447378660382,Brad Beckham - ORLY.txt,0.5724137931034483,0.4413793103448276,0.6000000000000001,0.4827586206896552,0.496551724137931
brad beckham,Brad Beckham - ORLY.txt,0.5118923221044879,0.5111420492553587,0.5422634722169182,0.5410414779989379,0.56447378660382,Brad Beckham - ORLU.txt,0.5724137931034483,0.4413793103448276,0.6000000000000001,0.4827586206896552,0.496551724137931
rich hume,Rich Hume - SNX.txt,0.5118920804718001,0.4996428461417893,0.5397772701725075,0.5261010768955865,0.5798110558408719,Rich Hume - SNX.txt,0.4888888888888889,0.4777777777777778,0.4666666666666667,0.45,0.6000000000000001
david smith,David Smith - SAH.txt,0.5175986886024475,0.5264635682106018,0.4964794516563415,0.4346181452274322,0.5851086378097534,David Smith - SAH.txt,0.45,0.45,0.6000000000000001,0.4,0.55
dave calhoun,Dave Calhoun - BA.txt,0.4616095341250966,0.517142872233632,0.5458746555804066,0.4645379988701002,0.569281470591825,Dave Calhoun - BA.txt,0.5,0.525,0.6000000000000001,0.6000000000000001,0.55
tom bell,Tom Bell - LDOS.txt,0.4463164888827777,0.4895993119320174,0.539747485783311,0.5440167297961974,0.5519033102065721,Tom Bell - LDOS.txt,0.4933333333333333,0.44,0.5933333333333334,0.56,0.6000000000000001
david ricks,David Ricks - LLY.txt,0.5071633167319538,0.5348149318538499,0.5251952347097502,0.4616951233493478,0.5412966091304723,David Ricks - LLY.txt,0.45,0.6000000000000001,0.45,0.4375,0.4875
darren rebelez,Darren Rebelez - CASY.txt,0.552241718946491,0.5007749662472034,0.551150861051332,0.5761336275242421,0.596906733118531,Darren Rebelez - CASY.txt,0.6000000000000001,0.5517241379310345,0.5379310344827587,0.5103448275862069,0.5931034482758621
david hult,David Hult - ABG.txt,0.4848888391942453,0.4828821625422625,0.5712587325095579,0.6323525750958368,0.5429567894180907,David Hult - ABG.txt,0.6000000000000001,0.4533333333333333,0.5333333333333334,0.48,0.5733333333333334
david hult,David Hult - ABG.txt,0.4848888391942453,0.4828821625422625,0.5712587325095579,0.6323525750958368,0.5429567894180907,David Hult - ANG.txt,0.6000000000000001,0.4533333333333333,0.5333333333333334,0.48,0.5733333333333334
mike hsu,Mike Hsu - KMB.txt,0.5317205519932102,0.5210518010426782,0.540281146519029,0.4473532822261524,0.5935100790749175,Mike Hsu - KMB.txt,0.6000000000000001,0.504,0.532,0.46,0.512
michael miebach,Michael Miebach - MA.txt,0.4588623923599108,0.509706497778868,0.5472684217375565,0.4841459688764641,0.5545273692292222,Michael Miebach - MA.txt,0.6000000000000001,0.4916666666666667,0.5916666666666667,0.4833333333333333,0.5916666666666667
jonas prising,Jonas Prising - MAN.txt,0.5489364552232856,0.5014665309504412,0.5434608167301169,0.5488880555272175,0.5963069764751088,Jonas Prising - MAN.txt,0.552,0.536,0.464,0.472,0.6000000000000001
david solomon,David Solomon - GS.txt,0.5062516034593152,0.5116562018173203,0.5422819570932816,0.6015675139793245,0.5981953030881836,David Solomon - GS.txt,0.5538461538461539,0.4769230769230769,0.6000000000000001,0.5307692307692308,0.5230769230769231
mark lashier,Mark Lashier - PSX.txt,0.5168650418277914,0.5028995275497437,0.5320412060897556,0.4644182397676156,0.5678417929163881,Mark Lashier - PSX.txt,0.5166666666666667,0.4166666666666667,0.6000000000000001,0.4666666666666667,0.45
sean kerins,Sean Kerins - ARW.txt,0.5035457293850423,0.5145707110978274,0.539861028256623,0.4944912200882779,0.5906132701979684,Sean Kerins - ARW.txt,0.5285714285714286,0.4857142857142857,0.5142857142857143,0.4714285714285715,0.6000000000000001
david zaslav,David Zaslav - WBD.txt,0.5422247793510742,0.5169419023014469,0.540657663509539,0.4447429910269365,0.603778898549816,David Zaslav - WBD.txt,0.6000000000000001,0.49,0.5700000000000001,0.43,0.52
james c,James C. Fish - WM.txt,0.4995480660267148,0.4756542579358983,0.5501690456341317,0.5530671169904441,0.5917641884569642,James C. Fish - WM.txt,0.6000000000000001,0.5833333333333334,0.55,0.4833333333333333,0.5333333333333333
sundar pichai,Sundar Pichai - GOOGL.txt,0.5208815510751171,0.5224160925940091,0.5339797110880897,0.4596820202137907,0.5787921834566306,Sundar Pichai - GOOGL.txt,0.4666666666666667,0.4444444444444445,0.4444444444444445,0.6000000000000001,0.6000000000000001
jeff martin,Jeff Martin - SRE.txt,0.5485691649926626,0.4904059338643279,0.5438792815898945,0.5341056369204636,0.5937828168317916,Jeff Martin - SRE.txt,0.5,0.5166666666666667,0.5666666666666667,0.6000000000000001,0.6000000000000001
marc n,Marc N. Casper - TMO.txt,0.5462422941215364,0.5143004881568993,0.538652497656648,0.5142895802941663,0.5855015681244456,Marc N. Casper - TMO.txt,0.5,0.4294117647058824,0.5117647058823529,0.4764705882352941,0.6000000000000001
david hult,David Hult - ANG.txt,0.4848888391942453,0.4828821625422625,0.5712587325095579,0.6323525750958368,0.5429567894180907,David Hult - ABG.txt,0.6000000000000001,0.4533333333333333,0.5333333333333334,0.48,0.5733333333333334
david hult,David Hult - ANG.txt,0.4848888391942453,0.4828821625422625,0.5712587325095579,0.6323525750958368,0.5429567894180907,David Hult - ANG.txt,0.6000000000000001,0.4533333333333333,0.5333333333333334,0.48,0.5733333333333334
scott donnelly,Scott Donnelly - TXT.txt,0.5152431418131312,0.5059897125693807,0.5511523779014411,0.4485621154281992,0.5847943937244527,Scott Donnelly - TXT.txt,0.5,0.6000000000000001,0.5214285714285715,0.4928571428571429,0.6000000000000001
ben fowke,Ben Fowke - AEP.txt,0.4813670839719696,0.4943799349615381,0.5493673161506508,0.6369944984441418,0.5922217858368573,Ben Fowke - AEP.txt,0.525,0.4375,0.6000000000000001,0.6000000000000001,0.5750000000000001
paul donahue,Paul Donahue - GPC.txt,0.5103691816329956,0.4853783845901489,0.560417652130127,0.5165248513221741,0.5599982142448425,Paul Donahue - GPC.txt,0.6000000000000001,0.4,0.4857142857142857,0.4571428571428572,0.4285714285714286
glenn fogel,Glenn Fogel - BKNG.txt,0.5393992121996175,0.4843942665856822,0.5543188034203295,0.5470948484140548,0.5651965068679687,Glenn Fogel - BKNG.txt,0.4769230769230769,0.4461538461538462,0.6000000000000001,0.4230769230769231,0.5153846153846154
james cracchiolo,James Cracchiolo - AMP.txt,0.538675967473563,0.4935765564441681,0.5614875956566103,0.5022829174995422,0.5842185387712676,James Cracchiolo - AMP.txt,0.6000000000000001,0.4285714285714286,0.5142857142857143,0.4857142857142857,0.5714285714285714
phebe novakovic,1Phebe Novakovic - GD.txt,0.5348647221677121,0.4763558706499039,0.5710575322732249,0.6512398961716941,0.5690207350841513,1Phebe Novakovic - GD.txt,0.475,0.475,0.475,0.6000000000000001,0.49375
steven collis,Steven Collis - COR.txt,0.5411695025221743,0.5167215116597929,0.5355520002530114,0.4597322391503442,0.5776132813926331,Steven Collis - COR.txt,0.5555555555555556,0.4333333333333333,0.6000000000000001,0.4444444444444445,0.5111111111111111
priscilla almodovar,1Priscilla Almodovar - FNMA.txt,0.5550534914636346,0.48918555619511,0.5482686399354744,0.4902808424787756,0.5727600182857707,1Priscilla Almodovar - FNMA.txt,0.4727272727272728,0.6000000000000001,0.5636363636363637,0.5818181818181818,0.4727272727272728
kathy warden,1Kathy Warden - NOC.txt,0.4521779881756089,0.4967378487114079,0.5349381434755893,0.5874908578680247,0.5652771341751407,1Kathy Warden - NOC.txt,0.4857142857142857,0.4642857142857143,0.5571428571428572,0.5285714285714286,0.6000000000000001
avigal soreq,Avigal Soreq - DK.txt,0.488397179590032,0.4850350995328936,0.5447482401063305,0.5131396580987015,0.549576771514177,Avigal Soreq - DK.txt,0.48,0.6000000000000001,0.5066666666666667,0.44,0.4666666666666667
don allan,Don Allan - SWK.txt,0.568976030386134,0.4846573990596313,0.5676317957411839,0.6575585592017283,0.6002630590317014,Don Allan - SWK.txt,0.5666666666666667,0.5333333333333334,0.4666666666666667,0.6000000000000001,0.5666666666666667
kevin kwilinski,Kevin Kwilinski - BERY.txt,0.5286043876067401,0.5041294724103282,0.5346191859510699,0.5733467310734119,0.5897054199767426,Kevin Kwilinski - BERY.txt,0.4693877551020408,0.4448979591836735,0.4653061224489796,0.5142857142857143,0.6000000000000001
andy cecere,Andy Cecere - USB.txt,0.5494477223072015,0.4853541505894896,0.5572168253991242,0.5604525468983789,0.5767524064382641,Andy Cecere - USB.txt,0.4545454545454546,0.5090909090909091,0.5636363636363637,0.5454545454545455,0.6000000000000001
vimal kapur,Vimal Kapur - HON.txt,0.5130173446772938,0.4924660602727667,0.552335834619082,0.6277461544915693,0.5834749066948625,Vimal Kapur - HON.txt,0.4724137931034483,0.4206896551724138,0.4758620689655173,0.4862068965517241,0.6000000000000001
rodney mcmullen,Rodney McMullen - KR.txt,0.4714673649103969,0.5133941836745054,0.541073280994116,0.5316436066959913,0.5515456539956407,Rodney McMullen - KR.txt,0.5696969696969697,0.4363636363636364,0.6000000000000001,0.4303030303030303,0.5575757575757576
